City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
259,morro da fumaca,BR,2021-05-30 16:40:35,-28.6508,-49.21,60.94,62,71,7.7,broken clouds
260,maracacume,BR,2021-05-30 16:40:36,-2.0428,-45.9592,84.06,69,43,3.22,scattered clouds
261,la ronge,CA,2021-05-30 16:40:36,55.1001,-105.2842,55.65,47,1,5.75,clear sky
262,provideniya,RU,2021-05-30 16:40:36,64.3833,-173.3,42.19,54,2,12.08,clear sky
263,plymouth,US,2021-05-30 16:40:36,41.8334,-70.8328,50.09,94,90,4.0,overcast clouds
264,saskylakh,RU,2021-05-30 16:39:24,71.9167,114.0833,36.05,89,100,3.13,overcast clouds
265,saravena,CO,2021-05-30 16:40:37,6.9538,-71.8752,87.89,53,57,6.22,broken clouds
266,chokurdakh,RU,2021-05-30 16:39:01,70.6333,147.9167,51.1,48,23,9.26,few clouds
267,taoudenni,ML,2021-05-30 16:40:37,22.6783,-3.9836,113.34,6,97,1.86,overcast clouds
268,antalaha,MG,2021-05-30 16:40:37,-14.9003,50.2788,73.08,91,8,7.47,light rain
269,nangong,CN,2021-05-30 16:40:38,37.3581,115.3744,68.45,46,4,7.29,light rain
270,grenaa,DK,2021-05-30 16:40:38,56.4158,10.8783,71.82,71,0,4.94,clear sky
271,richards bay,ZA,2021-05-30 16:40:38,-28.783,32.0377,63.91,72,12,9.1,few clouds
272,high level,CA,2021-05-30 16:40:38,58.5169,-117.136,59.11,51,75,3.24,broken clouds
273,zhigansk,RU,2021-05-30 16:40:39,66.7697,123.3711,48.0,57,2,11.1,clear sky
274,waddan,LY,2021-05-30 16:40:39,29.1614,16.139,97.95,13,58,14.94,broken clouds
275,safakulevo,RU,2021-05-30 16:40:39,54.9901,62.5442,63.27,86,74,9.01,moderate rain
276,samarai,PG,2021-05-30 16:40:19,-10.6167,150.6667,79.32,76,99,15.59,overcast clouds
277,tigre,AR,2021-05-30 16:40:39,-34.426,-58.5796,60.1,41,0,8.05,clear sky
278,havre-saint-pierre,CA,2021-05-30 16:39:46,50.2334,-63.5986,57.56,47,1,10.36,clear sky
279,kruisfontein,ZA,2021-05-30 16:40:40,-34.0033,24.7314,56.88,72,100,9.15,overcast clouds
280,vetlanda,SE,2021-05-30 16:40:40,57.4289,15.0776,71.47,40,3,3.49,clear sky
281,zapolyarnyy,RU,2021-05-30 16:40:40,69.4154,30.8136,45.68,64,97,19.06,overcast clouds
282,batsfjord,NO,2021-05-30 16:40:41,70.6345,29.7185,44.82,75,75,25.32,broken clouds
283,carluke,GB,2021-05-30 16:40:41,55.736,-3.8302,69.1,60,68,4.9,broken clouds
284,lalmohan,BD,2021-05-30 16:40:41,22.3384,90.7419,84.52,82,60,14.05,broken clouds
285,viedma,AR,2021-05-30 16:37:22,-40.8135,-62.9967,55.96,38,41,16.06,scattered clouds
286,lishui,CN,2021-05-30 16:40:42,28.4604,119.9103,67.33,98,88,3.24,overcast clouds
287,umba,RU,2021-05-30 16:40:42,66.6871,34.3429,47.3,62,82,7.56,broken clouds
288,oktyabrskiy,RU,2021-05-30 16:40:42,54.4815,53.471,60.17,93,21,16.28,few clouds
289,altay,CN,2021-05-30 16:40:43,47.8667,88.1167,61.54,19,4,7.85,clear sky
290,de aar,ZA,2021-05-30 16:40:43,-30.6497,24.0123,50.25,32,0,1.36,clear sky
291,walvis bay,NA,2021-05-30 16:40:43,-22.9575,14.5053,63.55,67,20,10.98,few clouds
292,mogok,MM,2021-05-30 16:40:44,22.9167,96.5,67.17,86,40,3.76,scattered clouds
293,tiarei,PF,2021-05-30 16:40:44,-17.5333,-149.3333,77.0,77,89,16.37,light rain
294,comodoro rivadavia,AR,2021-05-30 16:40:44,-45.8667,-67.5,40.86,87,90,0.0,overcast clouds
295,alice springs,AU,2021-05-30 16:36:23,-23.7,133.8833,40.55,56,63,5.44,broken clouds
296,lardos,GR,2021-05-30 16:40:44,36.0942,28.0157,74.95,60,83,3.78,broken clouds
297,rocha,UY,2021-05-30 16:40:45,-34.4833,-54.3333,54.34,49,6,14.74,clear sky
298,tautira,PF,2021-05-30 16:40:21,-17.7333,-149.15,77.0,77,91,17.85,light rain
299,cody,US,2021-05-30 16:40:45,44.5263,-109.0565,62.91,29,1,5.75,clear sky
300,kiama,AU,2021-05-30 16:40:45,-34.6833,150.8667,48.38,81,28,1.99,scattered clouds
301,cabo san lucas,MX,2021-05-30 16:40:45,22.8909,-109.9124,91.81,50,4,8.59,clear sky
302,woodstock,CA,2021-05-30 16:39:03,43.1334,-80.7497,66.65,39,2,9.46,clear sky
303,te anau,NZ,2021-05-30 16:39:47,-45.4167,167.7167,47.71,96,100,5.12,light rain
304,sitka,US,2021-05-30 16:40:46,57.0531,-135.33,51.69,71,90,5.75,light rain
305,aasiaat,GL,2021-05-30 16:40:46,68.7098,-52.8699,36.27,75,42,9.42,scattered clouds
306,mandan,US,2021-05-30 16:37:56,46.8267,-100.8896,70.03,40,1,16.11,clear sky
307,la palma,US,2021-05-30 16:43:31,33.8464,-118.0467,70.36,80,90,0.0,overcast clouds
308,dorado,PR,2021-05-30 16:40:47,18.4588,-66.2677,87.1,73,40,18.37,scattered clouds
309,esil,KZ,2021-05-30 16:40:47,51.9556,66.4042,68.41,64,71,17.72,light rain
310,iqaluit,CA,2021-05-30 16:40:47,63.7506,-68.5145,35.33,69,75,10.0,broken clouds
311,itaberai,BR,2021-05-30 16:40:48,-16.0203,-49.8103,87.4,33,74,6.46,broken clouds
312,mount isa,AU,2021-05-30 16:40:48,-20.7333,139.5,55.17,50,3,1.14,clear sky
313,riyadh,SA,2021-05-30 16:36:00,24.6877,46.7219,104.14,9,0,6.91,clear sky
314,cap-aux-meules,CA,2021-05-30 16:40:48,47.3821,-61.8597,51.85,58,75,6.91,broken clouds
315,sanming,CN,2021-05-30 16:40:49,26.2486,117.6186,71.55,99,100,2.33,overcast clouds
316,trinidad,BO,2021-05-30 16:40:49,-14.8333,-64.9,84.18,70,75,4.61,broken clouds
317,formosa,AR,2021-05-30 16:40:49,-26.1775,-58.1781,66.18,39,0,11.5,clear sky
318,palana,RU,2021-05-30 16:40:49,59.1167,159.9667,33.73,84,86,4.29,overcast clouds
319,karasjok,NO,2021-05-30 16:40:50,69.4719,25.5112,44.71,62,59,19.75,broken clouds
320,atbasar,KZ,2021-05-30 16:40:50,51.8,68.3333,74.19,46,26,17.02,scattered clouds
321,boa vista,BR,2021-05-30 16:38:19,2.8197,-60.6733,78.78,89,75,3.44,broken clouds
322,envira,BR,2021-05-30 16:40:50,-7.3,-70.2167,84.16,67,86,2.57,overcast clouds
323,nishihara,JP,2021-05-30 16:40:50,26.1842,127.7558,75.25,94,90,14.16,light rain
324,stornoway,GB,2021-05-30 16:40:51,58.2093,-6.3865,65.93,63,3,10.36,clear sky
325,necochea,AR,2021-05-30 16:40:51,-38.5473,-58.7368,56.03,42,27,16.53,scattered clouds
326,tangjiazhuang,CN,2021-05-30 16:40:51,39.7333,118.45,56.48,72,36,4.76,light rain
327,padang,ID,2021-05-30 16:40:52,-0.9492,100.3543,76.96,89,78,4.16,heavy intensity rain
328,makakilo city,US,2021-05-30 16:40:52,21.3469,-158.0858,71.92,82,75,5.75,broken clouds
329,baijiantan,CN,2021-05-30 16:36:45,45.6333,85.1833,81.21,16,0,13.4,clear sky
330,broken hill,AU,2021-05-30 16:38:06,-31.95,141.4333,42.51,49,2,11.5,clear sky
331,toktogul,KG,2021-05-30 16:40:52,41.8708,72.9402,61.54,85,100,1.66,overcast clouds
332,svencionys,LT,2021-05-30 16:40:53,55.15,26.1667,53.94,59,80,7.96,broken clouds
333,surt,LY,2021-05-30 16:36:03,31.2089,16.5887,73.33,65,6,12.3,clear sky
334,voznesenskoye,RU,2021-05-30 16:40:53,54.89,42.7569,42.78,88,100,13.0,moderate rain
335,naifaru,MV,2021-05-30 16:40:53,5.4444,73.3657,83.86,73,79,19.82,broken clouds
336,esperance,AU,2021-05-30 16:40:53,-33.8667,121.9,57.04,78,92,26.15,light rain
337,atambua,ID,2021-05-30 16:40:54,-9.1061,124.8925,72.09,86,100,2.13,overcast clouds
338,pakxan,LA,2021-05-30 16:40:54,18.3778,103.6601,81.84,77,100,1.1,light rain
339,whitehorse,CA,2021-05-30 16:40:54,60.7161,-135.0538,50.09,57,75,15.01,broken clouds
340,blind river,CA,2021-05-30 16:36:53,46.1834,-82.9582,66.45,41,2,6.46,clear sky
341,tura,IN,2021-05-30 16:40:09,25.5198,90.2201,73.54,93,9,3.47,clear sky
342,puerto escondido,MX,2021-05-30 16:40:55,15.85,-97.0667,88.3,62,23,6.93,few clouds
343,cilegon,ID,2021-05-30 16:40:55,-6.0174,106.0538,82.29,80,31,3.02,scattered clouds
344,livingstonia,MW,2021-05-30 16:40:55,-10.606,34.1063,58.5,62,17,4.5,few clouds
345,constitucion,CL,2021-05-30 16:40:56,-35.3333,-72.4167,59.52,52,77,8.21,broken clouds
346,vurgun,AZ,2021-05-30 16:40:56,41.0942,45.4716,68.16,55,5,9.6,clear sky
347,zarya,RU,2021-05-30 16:40:56,55.7553,38.0958,54.32,53,74,10.74,light rain
348,verkhnevilyuysk,RU,2021-05-30 16:40:56,63.4453,120.3167,47.23,58,30,4.03,scattered clouds
349,pacific grove,US,2021-05-30 16:36:00,36.6177,-121.9166,61.81,86,90,4.0,overcast clouds
350,balkhash,KZ,2021-05-30 16:40:57,46.844,74.9804,71.73,29,1,2.53,clear sky
351,itarema,BR,2021-05-30 16:40:57,-2.9248,-39.9167,85.68,58,6,14.72,clear sky
352,baisha,CN,2021-05-30 16:40:57,26.5222,110.9311,68.54,97,95,0.67,overcast clouds
353,sherbakul,RU,2021-05-30 16:40:58,54.6316,72.3963,76.68,31,71,14.65,broken clouds
354,laguna de duero,ES,2021-05-30 16:40:58,41.5815,-4.7233,84.04,34,0,8.41,clear sky
355,muisne,EC,2021-05-30 16:40:58,0.6,-80.0333,84.31,78,79,7.9,broken clouds
356,acapulco,MX,2021-05-30 16:38:11,16.8634,-99.8901,87.62,58,40,8.34,scattered clouds
357,nouna,BF,2021-05-30 16:40:59,12.7333,-3.8667,102.16,20,35,10.29,scattered clouds
358,ashoknagar,IN,2021-05-30 16:40:59,24.5667,77.7167,93.09,29,21,0.2,few clouds
359,bundaberg,AU,2021-05-30 16:40:59,-24.85,152.35,56.21,86,39,3.0,scattered clouds
360,gisborne,NZ,2021-05-30 16:40:59,-38.6533,178.0042,48.65,89,72,7.61,broken clouds
361,aklavik,CA,2021-05-30 16:41:00,68.2191,-135.0107,38.23,60,20,13.8,few clouds
362,milosesti,RO,2021-05-30 16:41:00,44.7333,27.2333,66.65,65,100,5.28,overcast clouds
363,puerto del rosario,ES,2021-05-30 16:41:00,28.5004,-13.8627,74.88,68,20,17.27,few clouds
364,iberia,US,2021-05-30 16:41:01,29.9502,-91.7507,74.98,64,1,6.91,clear sky
365,izazi,TZ,2021-05-30 16:41:01,-7.2,35.7333,73.24,52,43,6.96,scattered clouds
366,uhlove,UA,2021-05-30 16:41:01,44.8215,33.6045,67.57,74,69,3.04,broken clouds
367,agirish,RU,2021-05-30 16:41:01,61.9247,63.0231,42.76,79,100,5.57,overcast clouds
368,hamilton,US,2021-05-30 16:40:04,39.1834,-84.5333,61.2,69,90,1.01,overcast clouds
369,matamoros,MX,2021-05-30 16:41:02,25.5333,-103.25,86.11,37,40,12.28,scattered clouds
370,provost,CA,2021-05-30 16:40:40,52.3501,-110.2683,70.25,38,2,6.26,clear sky
371,bo phloi,TH,2021-05-30 16:41:03,14.3236,99.5161,79.25,83,19,5.32,few clouds
372,adre,TD,2021-05-30 16:41:03,13.4667,22.2,95.25,11,38,8.1,scattered clouds
373,tammisaari,FI,2021-05-30 16:41:03,59.9736,23.4339,57.94,56,1,5.23,clear sky
374,weyburn,CA,2021-05-30 16:36:51,49.6668,-103.8511,61.02,31,2,19.57,clear sky
375,lagoa,PT,2021-05-30 16:39:21,39.05,-27.9833,63.37,73,42,8.34,scattered clouds
376,copiapo,CL,2021-05-30 16:41:04,-27.3667,-70.3333,55.09,24,0,6.04,clear sky
377,san andres,CO,2021-05-30 16:41:04,12.5847,-81.7006,86.02,70,40,14.97,scattered clouds
378,taltal,CL,2021-05-30 16:39:36,-25.4,-70.4833,67.35,68,17,5.37,few clouds
379,nemuro,JP,2021-05-30 16:38:16,43.3236,145.575,41.36,91,99,15.48,overcast clouds
380,maunabo,PR,2021-05-30 16:41:04,18.0072,-65.8993,87.64,80,24,13.85,few clouds
381,sisimiut,GL,2021-05-30 16:41:05,66.9395,-53.6735,36.0,81,67,6.78,broken clouds
382,sorong,ID,2021-05-30 16:37:03,-0.8833,131.25,79.18,89,100,12.97,overcast clouds
383,khomutovo,RU,2021-05-30 16:41:05,52.4658,104.4025,41.61,70,95,5.06,overcast clouds
384,beringovskiy,RU,2021-05-30 16:41:05,63.05,179.3167,32.5,77,19,8.95,few clouds
385,yulara,AU,2021-05-30 16:41:06,-25.2406,130.9889,55.24,44,100,8.05,overcast clouds
386,cidreira,BR,2021-05-30 16:41:06,-30.1811,-50.2056,57.34,45,0,11.23,clear sky
387,hit,IQ,2021-05-30 16:41:06,33.6416,42.8251,92.23,16,81,10.92,broken clouds
388,hoquiam,US,2021-05-30 16:41:06,46.9809,-123.8893,63.45,50,1,0.0,clear sky
389,poum,NC,2021-05-30 16:41:07,-20.2333,164.0167,72.1,57,50,13.02,scattered clouds
390,imeni poliny osipenko,RU,2021-05-30 16:41:07,52.4201,136.4853,44.65,90,100,6.6,overcast clouds
391,los llanos de aridane,ES,2021-05-30 16:41:07,28.6585,-17.9182,68.13,82,40,13.51,scattered clouds
392,medina,SA,2021-05-30 16:41:07,24.4686,39.6142,102.63,13,40,20.8,scattered clouds
393,babu,CN,2021-05-30 16:41:08,24.4167,111.5167,75.47,97,97,2.17,overcast clouds
394,pokhara,NP,2021-05-30 16:39:01,28.2333,83.9833,72.45,71,15,5.03,few clouds
395,poretskoye,RU,2021-05-30 16:41:08,55.1974,46.3291,43.63,87,100,12.66,overcast clouds
396,roebourne,AU,2021-05-30 16:41:08,-20.7833,117.1333,69.93,49,39,8.43,scattered clouds
397,marondera,ZW,2021-05-30 16:41:08,-18.1853,31.5519,56.25,36,0,3.69,clear sky
398,gat,IL,2021-05-30 16:40:32,31.61,34.7642,84.4,40,45,8.97,scattered clouds
399,kempele,FI,2021-05-30 16:41:09,64.9131,25.5034,53.62,54,0,9.22,clear sky
400,rio grande,BR,2021-05-30 16:41:09,-32.035,-52.0986,57.31,44,20,12.55,few clouds
401,corbelia,BR,2021-05-30 16:41:09,-24.7989,-53.3067,65.79,88,97,3.22,overcast clouds
402,skeldon,GY,2021-05-30 16:41:10,5.8833,-57.1333,78.31,92,100,4.83,overcast clouds
403,keetmanshoop,NA,2021-05-30 16:41:10,-26.5833,18.1333,64.78,27,100,3.62,overcast clouds
404,namatanai,PG,2021-05-30 16:40:28,-3.6667,152.4333,78.78,83,93,5.82,light rain
405,kropotkin,RU,2021-05-30 16:41:10,45.4375,40.5756,63.41,87,65,15.43,broken clouds
406,san rafael,AR,2021-05-30 16:36:15,-34.6177,-68.3301,58.32,39,4,3.94,clear sky
407,poso,ID,2021-05-30 16:41:10,-1.3959,120.7524,77.95,87,65,5.06,broken clouds
408,cachoeiras de macacu,BR,2021-05-30 16:40:23,-22.4625,-42.6531,78.31,70,38,4.07,scattered clouds
409,tromso,NO,2021-05-30 16:41:11,69.6496,18.957,47.05,87,75,4.0,light rain
410,neustadt,DE,2021-05-30 16:41:11,49.7117,12.0872,64.26,29,1,7.36,clear sky
411,bilibino,RU,2021-05-30 16:41:11,68.0546,166.4372,45.66,55,89,2.21,overcast clouds
412,taseyevo,RU,2021-05-30 16:41:12,57.2169,94.8978,37.9,74,92,2.84,overcast clouds
413,vila franca do campo,PT,2021-05-30 16:41:12,37.7167,-25.4333,68.41,66,35,8.14,scattered clouds
414,zhangjiakou,CN,2021-05-30 16:41:12,40.81,114.8794,65.95,46,53,9.46,broken clouds
415,yangjiang,CN,2021-05-30 16:41:12,21.85,111.9667,81.41,91,94,4.99,overcast clouds
416,corn island,NI,2021-05-30 16:41:13,12.1694,-83.0418,81.97,75,34,14.18,scattered clouds
417,helong,CN,2021-05-30 16:41:13,42.5397,128.9972,49.39,84,67,4.07,broken clouds
418,damghan,IR,2021-05-30 16:41:13,36.1683,54.348,88.95,14,1,3.27,clear sky
419,mehamn,NO,2021-05-30 16:41:13,71.0357,27.8492,42.98,81,75,21.85,broken clouds
420,port hawkesbury,CA,2021-05-30 16:41:14,45.6169,-61.3485,60.1,76,75,7.0,broken clouds
421,tagusao,PH,2021-05-30 16:41:14,9.1924,117.8141,81.48,81,94,6.02,overcast clouds
422,san jose,US,2021-05-30 16:36:27,37.3394,-121.895,72.01,63,20,3.44,few clouds
423,stettler,CA,2021-05-30 16:43:37,52.3168,-112.7186,65.95,37,9,10.36,clear sky
424,champerico,GT,2021-05-30 16:43:38,14.3,-91.9167,91.76,61,68,2.3,broken clouds
425,goulburn,AU,2021-05-30 16:43:38,-34.75,149.7167,35.04,90,0,1.74,clear sky
426,tilichiki,RU,2021-05-30 16:41:13,60.4667,166.1,36.63,88,100,1.23,overcast clouds
427,dickson,US,2021-05-30 16:43:38,36.077,-87.3878,67.21,57,1,5.99,clear sky
428,baruun-urt,MN,2021-05-30 16:43:39,46.6806,113.2792,49.98,72,100,10.51,moderate rain
429,alofi,NU,2021-05-30 16:43:39,-19.0595,-169.9187,75.09,94,35,3.44,light rain
430,sao felix do xingu,BR,2021-05-30 16:43:39,-6.6447,-51.995,91.36,39,3,6.91,clear sky
431,yangshe,CN,2021-05-30 16:43:39,31.8899,120.6052,77.04,68,50,3.0,scattered clouds
432,weligama,LK,2021-05-30 16:43:40,5.9667,80.4167,79.81,86,99,13.67,overcast clouds
433,vestmannaeyjar,IS,2021-05-30 16:43:40,63.4427,-20.2734,47.39,100,90,17.27,overcast clouds
434,cacoal,BR,2021-05-30 16:43:40,-11.4386,-61.4472,88.65,44,35,3.91,scattered clouds
435,scottsbluff,US,2021-05-30 16:43:41,41.8666,-103.6672,57.43,75,90,1.01,overcast clouds
436,nelson bay,AU,2021-05-30 16:43:41,-32.7167,152.15,57.0,85,80,13.51,broken clouds
437,waingapu,ID,2021-05-30 16:43:41,-9.6567,120.2641,76.24,82,95,7.36,overcast clouds
438,labuhan,ID,2021-05-30 16:43:41,-6.8844,112.2051,78.6,85,100,4.76,overcast clouds
439,honiara,SB,2021-05-30 16:40:19,-9.4333,159.95,76.23,89,53,3.44,broken clouds
440,salo,IT,2021-05-30 16:43:42,45.6086,10.531,75.29,65,54,1.45,broken clouds
441,cabedelo,BR,2021-05-30 16:43:42,-6.9811,-34.8339,83.07,76,71,13.42,broken clouds
442,plettenberg bay,ZA,2021-05-30 16:43:42,-34.0527,23.3716,58.03,81,98,5.7,overcast clouds
443,benguela,AO,2021-05-30 16:43:42,-12.5763,13.4055,78.13,67,1,9.69,clear sky
444,sur,OM,2021-05-30 16:43:43,22.5667,59.5289,91.81,47,62,9.86,broken clouds
445,andapa,MG,2021-05-30 16:43:43,-14.65,49.65,66.09,99,23,1.34,few clouds
446,maraa,BR,2021-05-30 16:43:43,-1.8333,-65.3667,84.09,80,53,0.31,broken clouds
447,padilla,CO,2021-05-30 16:43:43,3.2204,-76.3139,76.57,69,58,2.64,broken clouds
448,cayce,US,2021-05-30 16:43:44,33.9657,-81.074,67.19,66,90,6.91,overcast clouds
449,ahipara,NZ,2021-05-30 16:39:19,-35.1667,173.1667,57.81,82,97,18.88,overcast clouds
450,rapar,IN,2021-05-30 16:43:44,23.5667,70.6333,87.4,64,86,18.05,overcast clouds
451,bethel,US,2021-05-30 16:43:44,41.3712,-73.414,50.58,89,90,1.99,light rain
452,fukue,JP,2021-05-30 16:43:45,32.6881,128.8419,67.87,70,0,6.06,clear sky
453,salekhard,RU,2021-05-30 16:43:45,66.53,66.6019,38.05,61,64,17.0,broken clouds
454,tupancireta,BR,2021-05-30 16:43:45,-29.0806,-53.8358,55.53,44,4,6.53,clear sky
455,kjollefjord,NO,2021-05-30 16:43:46,70.9457,27.3465,42.85,81,75,24.54,broken clouds
456,lahat,ID,2021-05-30 16:43:46,-3.8,103.5333,73.2,98,98,2.51,moderate rain
457,tupelo,US,2021-05-30 16:43:46,34.2576,-88.7034,68.25,56,40,8.99,scattered clouds
458,ossora,RU,2021-05-30 16:43:46,59.2353,163.0719,36.95,94,98,3.2,overcast clouds
459,cuapiaxtla,MX,2021-05-30 16:43:47,19.3,-97.7667,63.59,39,6,3.69,clear sky
460,port-cartier,CA,2021-05-30 16:43:47,50.0334,-66.8654,57.92,42,0,7.47,clear sky
461,sinnamary,GF,2021-05-30 16:43:47,5.3833,-52.95,80.51,84,93,9.24,overcast clouds
462,kokstad,ZA,2021-05-30 16:43:48,-30.5472,29.4241,41.58,90,22,3.33,few clouds
463,kahului,US,2021-05-30 16:39:46,20.8947,-156.47,75.85,76,1,6.91,clear sky
464,clarence town,AU,2021-05-30 16:43:48,-32.5833,151.7833,56.86,81,94,3.74,overcast clouds
465,monster,NL,2021-05-30 16:43:48,52.0258,4.175,72.99,61,5,8.01,clear sky
466,cambridge,CA,2021-05-30 16:43:40,43.3601,-80.3127,65.23,43,1,1.01,clear sky
467,manuk mangkaw,PH,2021-05-30 16:43:49,4.8,119.85,83.71,72,70,4.5,broken clouds
468,phagwara,IN,2021-05-30 16:43:49,31.2178,75.7694,94.14,33,2,11.36,clear sky
469,sheridan,US,2021-05-30 16:43:36,44.8333,-106.9173,65.7,39,1,3.0,clear sky
470,bairnsdale,AU,2021-05-30 16:43:50,-37.8333,147.6167,35.71,84,8,3.91,clear sky
471,san quintin,MX,2021-05-30 16:43:50,30.4833,-115.95,63.18,66,86,11.25,overcast clouds
472,petropavlovsk-kamchatskiy,RU,2021-05-30 16:43:50,53.0452,158.6483,37.99,87,90,3.13,overcast clouds
473,aswan,EG,2021-05-30 16:41:38,24.0934,32.907,98.29,11,100,5.66,overcast clouds
474,kavaratti,IN,2021-05-30 16:39:53,10.5669,72.642,83.52,75,100,18.12,overcast clouds
475,linda,US,2021-05-30 16:43:51,39.1277,-121.5508,91.27,55,1,4.61,clear sky
476,zeulenroda,DE,2021-05-30 16:43:51,50.65,11.9833,61.7,44,15,7.23,few clouds
477,salinas,US,2021-05-30 16:43:51,36.6777,-121.6555,62.22,76,90,0.0,overcast clouds
478,moussoro,TD,2021-05-30 16:43:52,13.6408,16.4901,102.42,7,27,8.86,scattered clouds
479,cravo norte,CO,2021-05-30 16:43:52,6.3017,-70.2041,85.78,62,92,7.76,moderate rain
480,zaraza,VE,2021-05-30 16:43:52,9.3503,-65.3245,96.26,34,47,7.36,scattered clouds
481,haines junction,CA,2021-05-30 16:39:23,60.7522,-137.5108,48.15,53,100,6.91,overcast clouds
482,uglegorsk,RU,2021-05-30 16:43:53,49.0833,142.0333,38.17,83,99,5.03,overcast clouds
483,villarrica,PY,2021-05-30 16:43:53,-25.75,-56.4333,72.52,22,1,9.84,clear sky
484,saint-francois,FR,2021-05-30 16:43:53,46.4154,3.9054,72.84,31,0,8.05,clear sky
485,cap malheureux,MU,2021-05-30 16:43:53,-19.9842,57.6142,75.69,81,2,11.86,clear sky
486,diamantino,BR,2021-05-30 16:41:16,-14.4086,-56.4461,90.37,32,85,3.11,overcast clouds
487,fengzhen,CN,2021-05-30 16:43:54,40.4394,113.1536,63.54,42,59,11.56,broken clouds
488,bubaque,GW,2021-05-30 16:43:54,11.2833,-15.8333,77.99,73,67,13.31,broken clouds
489,springdale,US,2021-05-30 16:43:54,36.1867,-94.1288,64.47,72,1,4.61,clear sky
490,terney,RU,2021-05-30 16:43:55,45.0503,136.6092,43.05,93,100,1.32,overcast clouds
491,amahai,ID,2021-05-30 16:43:55,-3.3333,128.9167,78.1,85,100,2.64,moderate rain
492,axim,GH,2021-05-30 16:43:55,4.8699,-2.2405,83.19,73,81,9.62,broken clouds
493,spisska bela,SK,2021-05-30 16:43:56,49.1872,20.4595,52.61,96,100,4.94,overcast clouds
494,camana,PE,2021-05-30 16:43:56,-16.6228,-72.7111,69.87,73,100,9.69,overcast clouds
495,dukat,RU,2021-05-30 16:43:56,62.55,155.55,31.73,88,99,4.74,overcast clouds
496,avera,US,2021-05-30 16:43:56,33.194,-82.5271,76.71,46,40,7.61,scattered clouds
497,oron,NG,2021-05-30 16:43:57,4.8256,8.2343,82.04,82,94,7.31,light rain
498,alihe,CN,2021-05-30 16:43:57,50.5667,123.7167,49.66,91,96,1.57,overcast clouds
499,tiksi,RU,2021-05-30 16:43:57,71.6872,128.8694,30.96,95,8,7.31,clear sky
500,tibu,CO,2021-05-30 16:43:58,8.639,-72.7358,91.44,51,58,2.71,broken clouds
501,marsa matruh,EG,2021-05-30 16:43:58,31.3525,27.2453,89.8,31,48,16.11,scattered clouds
502,gornopravdinsk,RU,2021-05-30 16:43:59,60.05,69.9,67.06,52,74,7.56,broken clouds
503,jizan,SA,2021-05-30 16:43:59,17.3333,42.6667,92.34,40,2,6.26,clear sky
504,lucapa,AO,2021-05-30 16:43:59,-8.4192,20.7447,72.72,33,60,3.02,broken clouds
505,porirua,NZ,2021-05-30 16:43:59,-41.1333,174.85,52.43,85,95,8.03,overcast clouds
506,narrabri,AU,2021-05-30 16:44:00,-30.3167,149.7833,46.49,81,0,14.97,clear sky
507,opuwo,NA,2021-05-30 16:44:00,-18.0607,13.84,69.98,22,33,6.87,scattered clouds
508,buchanan,LR,2021-05-30 16:44:00,5.8808,-10.0467,78.76,75,73,7.7,light rain
509,tolga,DZ,2021-05-30 16:44:00,34.7222,5.3785,94.01,19,57,4.21,broken clouds
510,salalah,OM,2021-05-30 16:44:01,17.0151,54.0924,84.29,84,75,9.22,broken clouds
511,ngunguru,NZ,2021-05-30 16:44:01,-35.6167,174.5,52.16,87,97,9.1,overcast clouds
512,dehui,CN,2021-05-30 16:44:01,44.5333,125.7,59.31,50,97,8.01,overcast clouds
513,rawson,AR,2021-05-30 16:41:19,-43.3002,-65.1023,44.89,61,75,15.99,broken clouds
514,broome,US,2021-05-30 16:44:02,42.2506,-75.833,53.62,72,90,1.01,overcast clouds
515,hurricane,US,2021-05-30 16:44:02,37.1753,-113.2899,88.14,12,33,5.28,scattered clouds
516,faya,SA,2021-05-30 16:44:02,18.3851,42.4509,77.11,28,57,3.13,broken clouds
517,ulladulla,AU,2021-05-30 16:39:06,-35.35,150.4667,46.87,84,15,5.03,few clouds
518,chaumont,FR,2021-05-30 16:44:02,48.1167,5.1333,70.09,72,2,15.52,clear sky
519,cayenne,GF,2021-05-30 16:44:03,4.9333,-52.3333,82.09,84,75,5.01,broken clouds
520,kolyvan,RU,2021-05-30 16:44:03,55.3053,82.7391,64.02,81,16,6.17,few clouds
521,prieska,ZA,2021-05-30 16:44:03,-29.6641,22.7474,54.16,33,0,4.52,clear sky
522,hirara,JP,2021-05-30 16:44:04,24.8,125.2833,79.3,84,100,10.45,light rain
523,trat,TH,2021-05-30 16:44:04,12.5,102.5,82.78,90,6,0.85,clear sky
524,bam,IR,2021-05-30 16:44:04,29.106,58.357,91.15,8,0,8.72,clear sky
525,sarai,RU,2021-05-30 16:44:05,53.7458,41.0213,45.5,93,100,14.58,light rain
526,qasigiannguit,GL,2021-05-30 16:44:05,68.8193,-51.1922,52.05,55,45,3.91,scattered clouds
527,hambantota,LK,2021-05-30 16:44:05,6.1241,81.1185,80.76,79,84,19.37,broken clouds
528,togur,RU,2021-05-30 16:44:06,58.3631,82.8265,55.6,80,60,8.88,light rain
529,camapua,BR,2021-05-30 16:44:06,-19.5314,-54.0439,89.73,28,70,9.95,broken clouds
